x_edge_location,sc_bytes,c_ip,cs_method,cs_host,cs_uri_stem,sc_status,cs_referer,cs_user_agent,cs_uri_query,cs_cookie,x_edge_result_type,x_edge_request_id,x_host_header,cs_protocol,cs_bytes,time_taken,x_forwarded_for,ssl_protocol,ssl_cipher,x_edge_response_result_type,cs_protocol_version,fle_status,fle_encrypted_fields,c_port,time_to_first_byte,x_edge_detailed_result_type,sc_content_type,sc_content_len,sc_range_start,sc_range_end,timestamp
DFB779-E6,99177,211.229.255.46,POST,d8bnainxtot1t.cloudfront.net,/blog/machine-learning-ops-mldata,403,https://www.faulkner.biz/apphome.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/3.1),,nan,Error,30ee1944-87d0-4cb6-a527-f55e8e1cda19,archivesnationales-ht.com,HTTPS,1671,2.395,nan,TLSv1.2,AES256-GCM-SHA384,Miss,HTTP/1.1,,nan,48280,0.439,BadGateway,text/html,120986,,,2025-07-15 05:42:29
CBD465-E4,27237,14.194.92.121,DELETE,d8bnainxtot1t.cloudfront.net,/blog,403,https://serrano.com/tag/app/mainprivacy.html,Opera/8.59.(Windows NT 6.2; bhb-IN) Presto/2.9.161 Version/10.00,,nan,Miss,5337e361-9fb9-42cd-9851-6dd8a437ecac,archivesnationales-ht.com,HTTP,4604,0.734,nan,TLSv1.3,AES256-GCM-SHA384,Hit,HTTP/1.1,Processed,nan,14774,0.56,BadGateway,application/javascript,309429,,,2025-07-15 14:36:41
CDE928-E1,2529,214.100.153.147,GET,d8bnainxtot1t.cloudfront.net,/blog/cost-optimization-cloud-data,404,http://hartman.com/taghome.php,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_1; rv:1.9.3.20) Gecko/7131-05-22 14:23:07.251282 Firefox/15.0,,de815c2ce3805d1fffdbdcc545a2288b,Hit,e46d27fe-4cfa-4349-a9bd-a7d0dfc5038a,archivesnationales-ht.com,HTTPS,3612,1.054,149.122.151.176,TLSv1.3,None,Error,HTTP/1.1,Processed,nan,54678,0.459,BadGateway,application/json,316565,,,2025-07-15 14:14:39
FEB924-E5,70523,169.165.188.243,POST,d8bnainxtot1t.cloudfront.net,/blog/columnar-databases-analytics,301,http://cain.com/postshome.jsp,Mozilla/5.0 (Android 4.4.2; Mobile; rv:26.0) Gecko/26.0 Firefox/26.0,homepage,ed3316a0c73bb9ec5fd1b730e3cf8e2c,Hit,9cc43002-ca77-42c8-8f29-ebbeabf4700d,archivesnationales-ht.com,HTTPS,2603,2.436,119.233.229.56,TLSv1.3,AES256-GCM-SHA384,Hit,HTTP/1.1,,nan,5970,0.599,Hit,application/javascript,479257,,,2025-07-15 08:44:35
ACB918-E5,96855,92.100.73.17,GET,d8bnainxtot1t.cloudfront.net,/blog/data-modeling-techniques-data-engineers,301,http://turner.info/categories/wp-contentprivacy.html,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/13.0.867.0 Safari/535.2",terms,ee08d104509bc97de650f4216419c0cf,Hit,17468a13-441d-495a-b2c9-3237726d82e3,archivesnationales-ht.com,HTTPS,697,0.941,35.181.85.234,TLSv1.3,None,LimitExceeded,HTTP/1.1,,nan,47895,0.632,LambdaExecutionError,application/json,55157,,,2025-07-15 21:22:06
FAF316-E2,35530,58.125.90.157,PUT,d8bnainxtot1t.cloudfront.net,/blog/realtime-dashboards-data,200,http://reyes-garner.com/search/categorysearch.jsp,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/3.1),,nan,Hit,514dc976-8885-4812-b970-ae84b377c1df,archivesnationales-ht.com,HTTPS,1739,2.317,nan,TLSv1.2,AES256-GCM-SHA384,LimitExceeded,HTTP/2.0,Failed,there,43815,0.254,BadGateway,application/javascript,465671,973,,2025-07-15 03:18:03
DAD359-E4,67602,195.167.27.203,HEAD,d8bnainxtot1t.cloudfront.net,/blog/data-integration-strategies,301,http://ramirez.com/tagshomepage.jsp,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; gd-GB) AppleWebKit/534.23.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6534.23.5",,nan,LimitExceeded,48f25c89-467c-4d82-bf88-f47e95fc6ce8,archivesnationales-ht.com,HTTPS,4448,1.648,213.255.112.162,TLSv1.2,None,LimitExceeded,HTTP/1.1,Processed,nan,33806,0.571,Miss,application/javascript,116689,,1986,2025-07-15 00:30:33
BDB441-E6,87058,171.79.245.152,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/etl-vs-elt-difference,200,https://www.james-stein.org/list/searchmain.htm,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0; rv:1.9.5.20) Gecko/2613-07-03 10:10:18.615189 Firefox/12.0,post,e26d67d3e9cdc4762058fe1021225525,Error,99e07edb-1448-44d0-a153-c64bb8609109,archivesnationales-ht.com,HTTPS,1355,1.966,158.18.117.226,TLSv1.2,None,Error,HTTP/1.1,,sometimes,1285,0.639,Error,text/css,50067,,,2025-07-15 19:56:36
FDB269-E2,48181,173.195.139.230,GET,d8bnainxtot1t.cloudfront.net,/blog/data-catalog-importance,404,http://dean.org/listfaq.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/5.1),category,88ee6a52dfc8d02ba12a6601f5126305,Error,df97cef6-6600-46ae-bdd8-1430506003a2,archivesnationales-ht.com,HTTPS,62,0.348,nan,TLSv1.2,None,Miss,HTTP/1.1,Processed,nan,50301,0.125,LambdaExecutionError,image/jpeg,481726,,,2025-07-15 15:36:03
DFE098-E4,77709,105.215.55.221,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog,404,https://www.stanley.net/main/appabout.html,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.23.5 (KHTML, like Gecko) Version/4.0.5 Safari/534.23.5",,d50b8b51437c2246591bed348b9caa06,Miss,88f1693f-a112-48af-a754-58759e584200,archivesnationales-ht.com,HTTPS,923,1.782,37.43.27.121,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/1.1,,nan,50815,0.762,BadGateway,image/jpeg,285095,,1703,2025-07-15 18:28:44
DEB445-E7,88902,63.100.52.69,POST,d8bnainxtot1t.cloudfront.net,/blog/data-lake-security-best-practices,301,http://park-barker.com/category/apppost.html,Opera/8.70.(Windows NT 6.0; nl-AW) Presto/2.9.171 Version/11.00,register,5430d7060736297f39e58fb161139a8b,Hit,257fcefb-5117-4a44-9efd-9c95b2540928,archivesnationales-ht.com,HTTP,197,0.025,62.234.123.1,TLSv1.3,None,Error,HTTP/1.1,,animal,17869,0.368,Error,text/html,371315,,,2025-07-15 06:24:56
FBE598-E5,27711,158.22.66.190,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/cost-optimization-cloud-data,500,https://mitchell-sandoval.com/wp-contentpost.html,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_0) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/27.0.840.0 Safari/536.0",faq,a44fa1f9adeb337531c0948646b9ae8e,Hit,09a993fc-3176-421a-ae0d-fe491845cf13,archivesnationales-ht.com,HTTPS,3769,2.01,nan,TLSv1.2,AES256-GCM-SHA384,Miss,HTTP/1.1,,nan,61317,0.519,Error,image/jpeg,128890,,,2025-07-15 17:48:36
FAC604-E6,80339,35.124.203.156,GET,d8bnainxtot1t.cloudfront.net,/about,301,http://clark.com/searchhomepage.htm,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/3.1),,f7f325b31e5a8d47544348742c7dd643,LimitExceeded,048f4b0f-b4e2-4bd6-b3c3-850f81d4b7b7,archivesnationales-ht.com,HTTPS,4722,1.356,132.126.255.248,None,AES256-GCM-SHA384,Hit,HTTP/1.1,,nan,17764,0.508,Hit,image/jpeg,480120,74,,2025-07-15 11:54:10
CDC858-E7,46267,188.109.163.237,GET,d8bnainxtot1t.cloudfront.net,/blog/data-lineage-tracking,403,http://www.bush.com/explore/postsprivacy.htm,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/63.0.844.0 Mobile/55K993 Safari/532.2",,d58e85578c31bd6b32cd9af85133ab92,Hit,4df57ab9-ae6a-4339-ac81-4f9603ad871a,archivesnationales-ht.com,HTTPS,3675,2.357,nan,TLSv1.2,AES256-GCM-SHA384,Miss,HTTP/1.1,Processed,nan,1424,0.674,Error,text/html,150131,,,2025-07-15 10:59:43
DFC046-E4,53321,222.81.236.238,POST,d8bnainxtot1t.cloudfront.net,/blog/streaming-etl-flink-spark-streaming,301,http://www.rocha-burke.com/listcategory.html,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.0),,33680bc7c92ef691acb7aa1d16bb3840,Hit,c0e7c867-c91d-4165-b5f4-144d8a4014e6,archivesnationales-ht.com,HTTPS,4714,0.073,221.125.43.26,None,ECDHE-RSA-AES128-GCM-SHA256,LimitExceeded,HTTP/2.0,,western,56048,0.537,Miss,application/json,381824,,1689,2025-07-15 08:37:41
BCF747-E7,78656,211.143.80.161,POST,d8bnainxtot1t.cloudfront.net,/blog/data-quality-checks-etl,500,http://waller-blackburn.biz/wp-contentauthor.jsp,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/6414-02-25 07:30:19.480621 Firefox/3.6.12,privacy,e1e8225942dd9f95bbc93134e61b782f,LimitExceeded,78a871c0-96cb-4cc1-aacb-6a23557f3e82,archivesnationales-ht.com,HTTPS,4649,0.127,nan,TLSv1.3,AES256-GCM-SHA384,Error,HTTP/2.0,Failed,nan,35627,0.147,Error,image/jpeg,254847,,1875,2025-07-15 01:38:54
DFD725-E9,60204,223.230.198.172,HEAD,d8bnainxtot1t.cloudfront.net,/blog/data-lake-security-best-practices,403,http://www.welch.com/explorehomepage.html,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_6 rv:5.0; eu-ES) AppleWebKit/531.25.3 (KHTML, like Gecko) Version/4.0.3 Safari/531.25.3",register,nan,Error,987d0afc-02cb-4768-ba3d-d73187c23499,archivesnationales-ht.com,HTTPS,4170,1.854,172.185.117.154,TLSv1.3,AES256-GCM-SHA384,LimitExceeded,HTTP/1.1,Processed,nan,19581,0.607,Error,text/html,303617,,,2025-07-15 08:21:22
DED960-E7,57625,210.113.188.130,PUT,d8bnainxtot1t.cloudfront.net,/blog/what-is-data-engineering,200,nan,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; lt-LT) AppleWebKit/534.28.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6534.28.6",,nan,LimitExceeded,243e1dd0-ba83-4b68-972d-3788da960b7c,archivesnationales-ht.com,HTTP,2713,1.445,7.237.232.190,TLSv1.2,AES256-GCM-SHA384,LimitExceeded,HTTP/1.1,Processed,nan,51033,0.673,BadGateway,text/html,50324,,,2025-07-15 22:39:22
CDC523-E2,34548,68.224.29.179,HEAD,d8bnainxtot1t.cloudfront.net,/blog/modern-data-stack-components,404,http://greene.com/blog/exploreprivacy.html,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0),category,bb9472616fc726f2a881919be0557eb5,Error,1adfd3e8-9ef7-481f-bb99-eef9564295bc,archivesnationales-ht.com,HTTP,1059,0.735,nan,None,None,Hit,HTTP/1.1,,threat,59259,0.108,LambdaExecutionError,application/javascript,361437,832,1163,2025-07-15 06:14:14
ADA385-E5,28915,199.255.161.63,GET,d8bnainxtot1t.cloudfront.net,/blog/apache-spark-beginners-guide,500,nan,Opera/9.94.(X11; Linux x86_64; hu-HU) Presto/2.9.178 Version/10.00,,nan,LimitExceeded,edd66e09-9c81-4828-9a4b-a5c75df8f18d,archivesnationales-ht.com,HTTPS,3817,0.726,16.129.80.71,TLSv1.2,AES256-GCM-SHA384,Miss,HTTP/1.1,,nan,3637,0.779,BadGateway,application/json,307569,,,2025-07-15 15:58:22
EAE327-E8,95784,173.156.29.78,DELETE,d8bnainxtot1t.cloudfront.net,/blog/serverless-data-processing,301,http://www.love.com/blog/wp-content/explorelogin.html,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/6963-04-16 18:57:56.449615 Firefox/3.8,,4dd732cff129b609ab03e8863d60fad9,Miss,0ea22de2-e020-4405-9de3-91e05671c59c,archivesnationales-ht.com,HTTP,2928,1.077,123.113.244.103,TLSv1.2,AES256-GCM-SHA384,LimitExceeded,HTTP/1.1,Processed,nan,19626,0.929,Hit,application/javascript,207202,,,2025-07-15 09:52:21
EEA722-E9,52409,67.243.54.201,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/real-time-data-streaming-kafka,500,https://www.young.com/listsearch.htm,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ja-JP) AppleWebKit/535.50.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6535.50.3",terms,ea196d3ab9e5b645e95ca6abbb7bc7d2,Hit,d0bc73a8-502e-4fde-bf49-d0e9eaca85b1,archivesnationales-ht.com,HTTPS,2842,1.292,31.166.155.76,TLSv1.2,None,Hit,HTTP/1.1,Failed,nan,62521,0.414,LambdaExecutionError,text/css,382993,449,,2025-07-15 10:22:07
EFA329-E6,53481,221.142.71.75,DELETE,d8bnainxtot1t.cloudfront.net,/blog/serverless-data-processing,301,https://www.ramos.com/blog/explorehomepage.htm,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_6 rv:4.0; sc-IT) AppleWebKit/534.16.6 (KHTML, like Gecko) Version/4.0.2 Safari/534.16.6",,nan,Miss,f159b58c-9f55-4a79-9801-832f08033c97,archivesnationales-ht.com,HTTPS,3350,0.931,nan,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/2.0,Processed,nan,38305,0.724,Hit,application/javascript,361716,207,,2025-07-15 23:57:55
CBC144-E9,14038,154.43.2.68,GET,d8bnainxtot1t.cloudfront.net,/blog/search,200,http://lopez-hill.com/mainhomepage.html,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/4.0),,19835ba7e1c78b7cd8d80c38db4f07c9,LimitExceeded,96001b51-ed18-4637-b65d-984864285e9d,archivesnationales-ht.com,HTTPS,320,0.313,52.44.90.219,TLSv1.2,AES256-GCM-SHA384,Hit,HTTP/2.0,,nan,23206,0.861,BadGateway,application/json,234846,211,,2025-07-15 18:51:43
BCE669-E0,66386,146.120.224.243,GET,d8bnainxtot1t.cloudfront.net,/blog/etl-vs-elt-difference,200,https://www.smith-smith.info/blog/category/tagspost.php,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_0) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/50.0.826.0 Safari/534.2",,2aaa331f23776f1e4ba1c39e3afd1248,LimitExceeded,2e22879e-8f81-4594-a1c1-a2cd31b2d41d,archivesnationales-ht.com,HTTPS,4820,0.789,162.99.94.250,TLSv1.2,AES256-GCM-SHA384,Error,HTTP/1.1,Processed,nan,1090,0.549,BadGateway,application/json,464573,,,2025-07-15 23:31:01
CED340-E1,15346,208.132.5.8,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/metadata-management-data-lakes,200,http://www.owen.com/categoriesregister.asp,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_2 rv:3.0; nso-ZA) AppleWebKit/535.14.2 (KHTML, like Gecko) Version/5.0 Safari/535.14.2",,9427d68db6c457f69cdfa5ea23a55740,Error,df65927f-c84c-4bf3-a0d0-c5f0780acd84,archivesnationales-ht.com,HTTPS,398,1.281,192.89.168.164,None,None,LimitExceeded,HTTP/2.0,,nan,8857,0.125,LambdaExecutionError,image/jpeg,152567,,,2025-07-15 23:31:42
FFF929-E8,47144,158.234.0.206,PUT,d8bnainxtot1t.cloudfront.net,/blog/data-storage-solutions,301,https://davis-jones.com/explore/blog/mainmain.htm,Opera/9.46.(X11; Linux i686; the-NP) Presto/2.9.184 Version/11.00,,c742d2f752a9da28f5d5fe0a2f9c1545,Hit,ffe97808-d48e-4820-bf2f-aafb1eb6f05f,archivesnationales-ht.com,HTTPS,2686,1.729,94.200.206.77,TLSv1.2,AES256-GCM-SHA384,Miss,HTTP/2.0,Failed,nan,4749,0.451,Error,text/css,16128,,,2025-07-15 13:41:53
ABC567-E2,31413,32.82.86.231,PUT,d8bnainxtot1t.cloudfront.net,/blog/data-mesh-architecture,500,https://davis.biz/blog/tag/categoriesauthor.php,Mozilla/5.0 (Android 11; Mobile; rv:24.0) Gecko/24.0 Firefox/24.0,,e9b00f72f76486f999f5e8d9e15e52b6,Miss,fafb1c6f-2188-4ab3-a484-9d4368ac9a40,archivesnationales-ht.com,HTTPS,2917,2.045,nan,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/1.1,,nan,25091,0.082,BadGateway,application/json,445951,,,2025-07-15 03:53:09
FFE883-E4,79377,79.201.223.171,HEAD,d8bnainxtot1t.cloudfront.net,/blog/cost-optimization-cloud-data,200,http://moore.org/wp-content/categories/wp-contentterms.php,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_5 rv:5.0; hne-IN) AppleWebKit/531.15.5 (KHTML, like Gecko) Version/4.0 Safari/531.15.5",homepage,13c04bb8362fc5a8af1ec568bbd7f31e,LimitExceeded,4f91d151-4bc8-4612-812d-688580d52aaa,archivesnationales-ht.com,HTTPS,1701,0.015,78.156.219.22,None,None,LimitExceeded,HTTP/1.1,Failed,nan,20503,0.097,LambdaExecutionError,image/jpeg,135770,,,2025-07-15 07:14:06
DEA094-E5,58485,195.175.246.246,DELETE,d8bnainxtot1t.cloudfront.net,/blog/containerization-docker-kubernetes-data,200,http://www.hanson.info/listsearch.jsp,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.0),main,87eba5651f25cce11ee33053fb4772f7,Hit,127aad30-4b07-4e07-a9da-7a70290062c5,archivesnationales-ht.com,HTTPS,407,0.965,221.94.214.49,None,None,Miss,HTTP/2.0,,nan,2015,0.565,BadGateway,text/css,440713,,,2025-07-15 02:18:42
EDA061-E2,78566,85.63.233.118,DELETE,d8bnainxtot1t.cloudfront.net,/blog/dataops-principles-practice,500,https://forbes-stone.info/explore/tags/listindex.php,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_6; rv:1.9.4.20) Gecko/5680-06-24 10:43:45.634445 Firefox/3.6.20,homepage,c93db1a274de669a20b983b74537c149,Error,8f46d05d-d697-4d0a-bc5b-59fc35926014,archivesnationales-ht.com,HTTPS,601,1.768,nan,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,Failed,nan,44471,0.156,Miss,image/jpeg,157330,,1595,2025-07-15 16:32:49
EAF636-E8,69381,114.93.250.175,DELETE,d8bnainxtot1t.cloudfront.net,/blog/dataops-principles-practice,500,https://www.rodriguez.org/searchcategory.php,Opera/9.57.(X11; Linux i686; ca-IT) Presto/2.9.188 Version/11.00,author,d7b6fdec1f90d64423d74b8184bb448a,Hit,3b55ea1a-b920-491b-9d5a-4825991e7677,archivesnationales-ht.com,HTTPS,4905,0.334,nan,TLSv1.3,AES256-GCM-SHA384,Error,HTTP/1.1,Processed,nan,12960,0.99,BadGateway,application/javascript,174211,,1186,2025-07-15 14:22:03
DDF598-E9,73117,201.166.222.60,HEAD,d8bnainxtot1t.cloudfront.net,/blog/columnar-databases-analytics,404,nan,"Mozilla/5.0 (Linux; Android 4.1.2) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/36.0.838.0 Safari/533.1",homepage,cfbb9104c54c40bd3e2592b2f0d5a7f7,Hit,cdb63d5c-bf7d-475d-b2a1-fae98c3a0bd3,archivesnationales-ht.com,HTTPS,4454,1.267,215.192.20.185,TLSv1.2,None,Miss,HTTP/1.1,,peace,43806,0.593,Hit,application/javascript,247113,,1582,2025-07-15 00:23:00
ACA308-E7,64535,45.213.133.48,PUT,d8bnainxtot1t.cloudfront.net,/blog/cost-optimization-cloud-data,403,http://www.campbell.com/taghome.jsp,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/9848-06-09 00:14:46.474701 Firefox/3.8,,7c22b78f2d14bca2b10b673c6b96dceb,LimitExceeded,ad78efd2-e44d-4f2f-861d-51044fa0cc77,archivesnationales-ht.com,HTTPS,4817,0.765,192.246.119.151,None,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/1.1,Failed,almost,56921,0.223,Miss,application/javascript,51875,,,2025-07-15 15:36:05
DAF801-E4,87554,187.64.33.219,DELETE,d8bnainxtot1t.cloudfront.net,/blog/realtime-dashboards-data,200,http://www.aguilar.net/tag/list/listsearch.html,"Mozilla/5.0 (iPad; CPU iPad OS 11_4_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/18.8p5322.0 Mobile/48X647 Safari/533.1",,7e6f9a02c6da679d218b72885c3d490c,Miss,5c27c49e-5704-4403-a183-09917cfb0186,archivesnationales-ht.com,HTTP,1885,0.6,74.109.39.175,TLSv1.2,AES256-GCM-SHA384,Error,HTTP/1.1,Failed,nan,24912,0.266,BadGateway,application/javascript,375213,,,2025-07-15 22:00:45
BED085-E6,71740,145.229.90.24,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/data-lake-security-best-practices,200,http://smith.info/blogpost.php,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/3.1),,e3b3462ff8f60c99eea9cb12d90c7f9e,Error,c2004dac-b245-4517-9f56-61c61dd1fa6b,archivesnationales-ht.com,HTTPS,2360,0.538,219.52.113.251,None,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,Processed,nan,50442,0.046,Error,text/html,97000,303,,2025-07-15 09:52:12
BFA500-E7,20750,203.181.86.25,DELETE,d8bnainxtot1t.cloudfront.net,/blog/streaming-etl-flink-spark-streaming,404,https://www.serrano-collins.com/app/listfaq.htm,Opera/8.87.(Windows NT 6.2; pap-AW) Presto/2.9.162 Version/10.00,faq,b24a51b734e48c53e5d8b326e383dad2,Hit,fa9d4d5a-07d5-4d64-86af-ceaf1fe31e6b,archivesnationales-ht.com,HTTPS,1237,0.182,207.22.138.45,TLSv1.3,None,Miss,HTTP/1.1,Processed,nan,18187,0.69,Hit,application/json,38917,240,,2025-07-15 22:43:58
EBD629-E9,47748,222.37.32.53,POST,d8bnainxtot1t.cloudfront.net,/blog/building-data-pipelines-python,200,http://www.munoz.info/blogprivacy.jsp,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/3.0),register,37694fae390fbe389a385092e3ef965a,LimitExceeded,18ece437-1d19-42e0-a941-3f47ec426e64,archivesnationales-ht.com,HTTPS,3881,2.143,204.24.69.44,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/1.1,Processed,arrive,18405,0.107,Miss,application/javascript,402570,,,2025-07-15 09:24:05
DAC417-E3,30485,156.80.29.174,HEAD,d8bnainxtot1t.cloudfront.net,/blog/data-governance-frameworks,500,nan,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_2; rv:1.9.6.20) Gecko/6225-07-01 18:35:38.927155 Firefox/3.6.17,author,nan,Miss,9ae95fc2-9e33-4726-826b-962c2020cdc0,archivesnationales-ht.com,HTTPS,3360,0.646,68.192.202.8,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,LimitExceeded,HTTP/1.1,,nan,57537,0.525,BadGateway,application/json,417546,938,,2025-07-15 19:39:44
DFF621-E7,68398,74.23.232.54,POST,d8bnainxtot1t.cloudfront.net,/blog/data-integration-strategies,200,http://logan.com/tag/appregister.htm,Opera/8.45.(X11; Linux x86_64; it-CH) Presto/2.9.190 Version/10.00,privacy,82994052d3a7cc1e671c10dce47036a8,Miss,2c80ea46-5152-4aad-ac48-e4baaeb5930a,archivesnationales-ht.com,HTTPS,679,1.277,205.157.228.208,None,None,Miss,HTTP/1.1,,nan,44165,0.243,Hit,application/javascript,141804,399,1270,2025-07-15 21:01:45
DCC090-E6,95609,144.179.188.227,POST,d8bnainxtot1t.cloudfront.net,/blog/cloud-data-platforms-aws-azure-gcp,404,https://morales.biz/exploresearch.htm,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/535.1.2 (KHTML, like Gecko) Version/4.0.2 Safari/535.1.2",main,nan,Miss,b5b37d39-7803-4ec7-83a9-c6df04b4bbd2,archivesnationales-ht.com,HTTPS,2736,1.711,196.13.82.45,None,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/1.1,Failed,reason,11308,0.508,BadGateway,image/jpeg,159585,,1054,2025-07-15 23:35:45
DAD223-E7,41536,202.217.92.235,DELETE,d8bnainxtot1t.cloudfront.net,/blog/data-transformation-techniques,200,https://vincent.com/list/categories/categoriespost.asp,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; sc-IT) AppleWebKit/535.5.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6535.5.4",,nan,Hit,8f4665cb-b85f-4f5f-ac1e-4c6d80700e41,archivesnationales-ht.com,HTTP,3821,1.956,87.152.130.80,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/1.1,Failed,nan,63699,0.355,Hit,application/javascript,442816,,,2025-07-15 03:54:49
CEC894-E5,57530,37.204.71.160,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/category,403,https://www.chavez-banks.info/tag/wp-content/wp-contentfaq.htm,Opera/9.62.(Windows NT 5.01; tcy-IN) Presto/2.9.185 Version/10.00,privacy,nan,Hit,ceae8020-aad2-4582-8aff-b199eef68173,archivesnationales-ht.com,HTTPS,2604,0.568,101.107.224.193,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,Failed,nan,46526,0.444,Miss,image/jpeg,166851,,,2025-07-15 08:38:56
DAD716-E6,14741,197.241.111.211,POST,d8bnainxtot1t.cloudfront.net,/blog/data-security-encryption,404,http://sutton.com/tags/tags/wp-contentauthor.html,Opera/9.11.(X11; Linux x86_64; lt-LT) Presto/2.9.175 Version/10.00,,nan,Miss,67008207-eb75-4cd0-814e-d177750de6cc,archivesnationales-ht.com,HTTPS,1772,1.731,73.13.147.21,None,None,Error,HTTP/1.1,Failed,evidence,64347,0.562,Hit,text/css,279631,,,2025-07-15 18:22:15
EFF648-E1,25261,184.230.169.85,OPTIONS,d8bnainxtot1t.cloudfront.net,/about,200,nan,"Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/28.0.808.0 Safari/533.2",,nan,LimitExceeded,63247a75-c66f-47ad-8472-65eaaf453327,archivesnationales-ht.com,HTTPS,1157,2.172,202.144.70.188,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/1.1,Failed,side,29581,0.336,Hit,image/jpeg,183555,,,2025-07-15 22:25:40
DFC016-E2,19750,42.115.36.200,HEAD,d8bnainxtot1t.cloudfront.net,/blog/data-integration-strategies,200,https://archer.com/tag/tagscategory.htm,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 11.0; Trident/3.1),,5c16373658a6d94863469e30d13d77ff,Hit,5a80d701-b8f7-4780-b49a-46e5b32c1209,archivesnationales-ht.com,HTTPS,4763,1.618,142.214.96.193,TLSv1.2,None,Hit,HTTP/2.0,Processed,nan,12541,0.432,Error,text/html,99480,,1424,2025-07-15 13:28:53
